,text,emotion_label,stress_label
9649,takut gagal di presentasi besok wkwk waktu malam sama keluarga,anxious,0.95
9650,senyum sendiri pas inget kejadian tadi serius tadi pagi sendiri,happy,0.2
9651,senyum sendiri pas inget kejadian tadi wkwk di kantor sama dia,happy,0.22
9652,rasanya kosong aja hari ini hari ini waktu malam sama keluarga,sad,0.83
9653,ngerasa sendirian akhir akhir ini serius waktu malam sama temen kantor,sad,0.63
9654,besok ada jadwal meeting rutin di kantor sama keluarga,neutral,0.25
9655,cuaca hari ini lumayan panas sumpah waktu malam sama temen kantor,neutral,0.36
9656,dapat kabar baik dari keluarga tadi pagi hari ini tadi pagi sama keluarga,happy,0.14
9657,rasanya pengen marah terus banget asli di kantor sama temen kantor,angry,0.95
9658,rasanya sedih banget akhir akhir ini padahal udah coba santai waktu malam sendiri,sad,0.6
9659,emosi lihat komentar orang tadi hari ini bareng temen sama temen kantor,angry,0.82
9660,takut gagal di presentasi besok dari tadi kepikiran pas perjalanan sendiri,anxious,0.93
9661,capek ngadepin orang yang egois dari tadi kepikiran di kampus sendiri,angry,0.66
9662,cemas mikirin masa depan dan kepikiran terus di rumah sama temen kantor,anxious,0.77
9663,makan favorit hari ini bikin bahagia banget waktu malam sama temen kantor,happy,0.14
9664,cuaca hari ini lumayan panas jujur aja bareng temen,neutral,0.33
9665,baru selesai makan siang tadi sih pas perjalanan sama temen kantor,neutral,0.24
9666,marah banget karena kerjaan berantakan agak random sih pas perjalanan sama dia,angry,0.86
9667,rasanya gugup terus hari ini banget asli di kampus sama keluarga,anxious,0.81
9668,udah sabar tapi masih dibohongin dari tadi kepikiran sama temen kantor,angry,0.93
9669,geram banget sama pelayanan tadi di kantor sama temen kantor,angry,0.84
9670,takut kalau hasilnya jelek padahal udah coba santai bareng temen sama dia,anxious,0.77
9671,hari ini berat banget dijalanin dari tadi kepikiran sama temen kantor,sad,0.83
9672,tadi pagi pergi sebentar ke minimarket banget di kantor sama dia,neutral,0.24
9673,hari ini produktif dan mood bagus padahal udah coba santai tadi pagi sendiri,happy,0.17
9674,rasanya kosong aja hari ini hari ini pas perjalanan sama keluarga,sad,0.61
9675,besok ada jadwal meeting rutin serius di rumah,neutral,0.31
9676,kecewa banget sama hasilnya jujur aja di kantor sama dia,sad,0.74
9677,lagi baca berita sambil santai wkwk di rumah sendiri,neutral,0.36
9678,ngerasa sendirian akhir akhir ini banget asli di rumah sama dia,sad,0.57
9679,akhir minggu ini seru banget dan kepikiran terus di kantor sama temen kantor,happy,0.09
9680,senyum sendiri pas inget kejadian tadi agak random sih waktu malam sama dia,happy,0.12
9681,hari ini berat banget dijalanin hari ini di kampus sama temen kantor,sad,0.61
9682,cuaca hari ini lumayan panas wkwk pas perjalanan sendiri,neutral,0.4
9683,ngerasa sendirian akhir akhir ini dan kepikiran terus pas perjalanan sama temen kantor,sad,0.68
9684,marah banget karena kerjaan berantakan sumpah di rumah sama keluarga,angry,0.94
9685,akhir akhir ini overthinking terus wkwk tadi pagi sama keluarga,anxious,0.98
9686,makasih ya udah bikin hariku lebih baik hari ini pas perjalanan sama temen kantor,happy,0.13
9687,kepikiran banyak hal sampai susah tidur serius bareng temen,anxious,0.75
9688,makasih ya udah bikin hariku lebih baik hari ini di kantor sendiri,happy,0.26
9689,capek sih tapi puas hasilnya bagus hari ini di kampus sendiri,happy,0.14
9690,cemas mikirin masa depan serius waktu malam sendiri,anxious,0.78
9691,kenapa sih harus bikin masalah terus tapi yaudahlah sama keluarga,angry,0.68
9692,ngerasa sendirian akhir akhir ini wkwk tadi pagi sendiri,sad,0.74
9693,dapat kabar baik dari keluarga tadi pagi sumpah bareng temen sama temen kantor,happy,0.28
9694,ngerasa sendirian akhir akhir ini banget di kantor sama temen kantor,sad,0.75
9695,makasih ya udah bikin hariku lebih baik serius bareng temen,happy,0.1
9696,hari ini produktif dan mood bagus hari ini waktu malam sendiri,happy,0.12
9697,khawatir sama kondisi sekarang tapi yaudahlah,anxious,0.73
9698,udah sabar tapi masih dibohongin serius di kantor sama temen kantor,angry,0.76
9699,hari ini biasa aja seperti biasanya pas perjalanan sendiri,neutral,0.26
9700,seneng banget hari ini ketemu temen lama dari tadi kepikiran bareng temen sendiri,happy,0.21
9701,capek sama keadaan sekarang wkwk waktu malam sama temen kantor,sad,0.83
9702,besok ada jadwal meeting rutin padahal udah coba santai di rumah sama keluarga,neutral,0.35
9703,cuaca hari ini lumayan panas padahal udah coba santai sendiri,neutral,0.37
9704,udah sabar tapi masih dibohongin dan kepikiran terus di kantor,angry,0.67
9705,hari ini produktif dan mood bagus hari ini waktu malam sama keluarga,happy,0.1
9706,tadi pagi pergi sebentar ke minimarket banget asli di rumah sendiri,neutral,0.41
9707,dapat kabar baik dari keluarga tadi pagi jujur aja di rumah sama dia,happy,0.2
9708,akhirnya tugas selesai juga lega banget jujur aja,happy,0.16
9709,rasanya pengen marah terus serius di kampus sendiri,angry,0.8
9710,capek sih tapi puas hasilnya bagus padahal udah coba santai di kantor sama temen kantor,happy,0.08
9711,rasanya kosong aja hari ini agak random sih tadi pagi sama temen kantor,sad,0.6
9712,makan favorit hari ini bikin bahagia serius waktu malam sama dia,happy,0.3
9713,hari ini produktif dan mood bagus dari tadi kepikiran bareng temen,happy,0.22
9714,capek sih tapi puas hasilnya bagus sih bareng temen sama temen kantor,happy,0.15
9715,aku cuma pengen istirahat sebentar banget asli di kantor sendiri,sad,0.67
9716,malam ini kepikiran terus jadi sedih tapi yaudahlah sendiri,sad,0.79
9717,khawatir sama kondisi sekarang sumpah di rumah sama temen kantor,anxious,0.72
9718,baru selesai makan siang tadi wkwk tadi pagi sama dia,neutral,0.35
9719,hari ini berat banget dijalanin wkwk tadi pagi sendiri,sad,0.67
9720,masih susah move on dari kejadian itu wkwk bareng temen sendiri,sad,0.77
9721,akhirnya tugas selesai juga lega banget padahal udah coba santai waktu malam,happy,0.17
9722,akhirnya tugas selesai juga lega banget jujur aja waktu malam sama temen kantor,happy,0.14
9723,marah banget karena kerjaan berantakan dan kepikiran terus waktu malam sama keluarga,angry,0.77
9724,hari ini produktif dan mood bagus waktu malam sama keluarga,happy,0.08
9725,ngerasa sendirian akhir akhir ini tapi yaudahlah waktu malam sama temen kantor,sad,0.62
9726,capek sih tapi puas hasilnya bagus banget tadi pagi,happy,0.22
9727,kehilangan semangat buat ngapa ngapain di rumah sama keluarga,sad,0.57
9728,akhir akhir ini overthinking terus banget di rumah sama temen kantor,anxious,0.88
9729,geram banget sama pelayanan tadi sumpah bareng temen sama dia,angry,0.71
9730,akhirnya tugas selesai juga lega banget sumpah di kampus sama dia,happy,0.11
9731,sekarang lagi nonton youtube dan kepikiran terus waktu malam,neutral,0.39
9732,malam ini kepikiran terus jadi sedih wkwk bareng temen,sad,0.72
9733,kesal banget hari ini serius di rumah sendiri,angry,0.83
9734,hari ini berat banget dijalanin banget tadi pagi sendiri,sad,0.68
9735,aku cuma pengen istirahat sebentar banget asli pas perjalanan sama dia,sad,0.59
9736,geram banget sama pelayanan tadi dari tadi kepikiran di kantor sama keluarga,angry,0.86
9737,hari ini produktif dan mood bagus dan kepikiran terus bareng temen sendiri,happy,0.28
9738,hari ini biasa aja seperti biasanya jujur aja bareng temen,neutral,0.43
9739,kepikiran banyak hal sampai susah tidur dari tadi kepikiran sendiri,anxious,0.93
9740,kesal banget hari ini sih di kampus,angry,0.67
9741,hari ini ga ada hal spesial sumpah bareng temen sama temen kantor,neutral,0.31
9742,lagi duduk sambil denger musik hari ini di rumah sama temen kantor,neutral,0.28
9743,capek sih tapi puas hasilnya bagus jujur aja bareng temen sama temen kantor,happy,0.17
9744,geram banget sama pelayanan tadi di kantor sama dia,angry,0.91
9745,takut kalau hasilnya jelek wkwk pas perjalanan,anxious,0.95
9746,lagi baca berita sambil santai di kantor sama keluarga,neutral,0.23
9747,rasanya pengen marah terus banget asli bareng temen sama temen kantor,angry,0.87
9748,kesel banget sama orang yang ga tepat waktu banget asli di rumah,angry,0.9
9749,habis beresin kamar dan lanjut kerja padahal udah coba santai di kantor sendiri,neutral,0.23
9750,hari ini produktif dan mood bagus sumpah waktu malam sama temen kantor,happy,0.27
9751,rasanya gugup terus hari ini agak random sih di kantor sama keluarga,anxious,0.92
9752,seneng banget hari ini ketemu temen lama padahal udah coba santai waktu malam sama dia,happy,0.07
9753,akhirnya tugas selesai juga lega banget sumpah di rumah,happy,0.16
9754,ngerasa sendirian akhir akhir ini jujur aja di kantor sendiri,sad,0.67
9755,rasanya gugup terus hari ini banget di rumah sama dia,anxious,0.7
9756,khawatir sama kondisi sekarang sih tadi pagi sama temen kantor,anxious,0.97
9757,cuaca hari ini lumayan panas serius bareng temen,neutral,0.38
9758,kepikiran banyak hal sampai susah tidur agak random sih di kantor sendiri,anxious,0.93
9759,malam ini kepikiran terus jadi sedih sumpah tadi pagi sama dia,sad,0.64
9760,hari ini produktif dan mood bagus hari ini di kantor sama keluarga,happy,0.19
9761,seneng banget hari ini ketemu temen lama dari tadi kepikiran tadi pagi sama keluarga,happy,0.25
9762,kenapa sih harus bikin masalah terus tapi yaudahlah di rumah sama dia,angry,0.76
9763,bingung dan takut ambil keputusan dari tadi kepikiran di kantor sendiri,anxious,0.8
9764,akhir akhir ini overthinking terus agak random sih di rumah,anxious,0.81
9765,seneng banget hari ini ketemu temen lama serius waktu malam sama temen kantor,happy,0.23
9766,bingung dan takut ambil keputusan bareng temen sendiri,anxious,0.73
9767,habis beresin kamar dan lanjut kerja hari ini pas perjalanan sama temen kantor,neutral,0.38
9768,lagi baca berita sambil santai hari ini,neutral,0.37
9769,emosi lihat komentar orang tadi banget bareng temen sama keluarga,angry,0.95
9770,deg degan nunggu hasil pengumuman dari tadi kepikiran di kantor,anxious,0.84
9771,akhirnya tugas selesai juga lega banget sumpah tadi pagi sama dia,happy,0.2
9772,kesel banget sama orang yang ga tepat waktu sih tadi pagi sendiri,angry,0.75
9773,hari ini ga ada hal spesial padahal udah coba santai waktu malam sama temen kantor,neutral,0.26
9774,lagi duduk sambil denger musik padahal udah coba santai di kantor sama dia,neutral,0.4
9775,deg degan nunggu hasil pengumuman agak random sih di rumah sama dia,anxious,0.97
9776,takut gagal di presentasi besok agak random sih di rumah,anxious,0.98
9777,orang itu bikin emosi banget serius di rumah sama temen kantor,angry,0.95
9778,kepikiran banyak hal sampai susah tidur serius di kampus sama dia,anxious,0.74
9779,ngerasa sendirian akhir akhir ini sumpah di kantor sendiri,sad,0.68
9780,akhir minggu ini seru banget hari ini bareng temen sendiri,happy,0.09
9781,cuaca hari ini lumayan panas,neutral,0.38
9782,kepikiran banyak hal sampai susah tidur tapi yaudahlah di kantor sendiri,anxious,0.96
9783,capek sama keadaan sekarang hari ini pas perjalanan sama dia,sad,0.72
9784,anxious banget sebelum meeting tadi dan kepikiran terus di rumah,anxious,0.94
9785,habis beresin kamar dan lanjut kerja tapi yaudahlah sama keluarga,neutral,0.28
9786,sekarang lagi nonton youtube dan kepikiran terus pas perjalanan sama temen kantor,neutral,0.3
9787,baru selesai makan siang tadi banget pas perjalanan sama temen kantor,neutral,0.38
9788,takut kalau hasilnya jelek serius,anxious,0.85
9789,rasanya pengen marah terus banget di kampus sama keluarga,angry,0.69
9790,malam ini kepikiran terus jadi sedih dari tadi kepikiran waktu malam sendiri,sad,0.61
9791,rasanya kosong aja hari ini hari ini di rumah sama temen kantor,sad,0.73
9792,capek sama keadaan sekarang sumpah di kantor sama dia,sad,0.84
9793,capek ngadepin orang yang egois sumpah di kantor sendiri,angry,0.86
9794,dapat kabar baik dari keluarga tadi pagi agak random sih sendiri,happy,0.08
9795,lagi duduk sambil denger musik tapi yaudahlah di rumah sama temen kantor,neutral,0.23
9796,cuaca hari ini lumayan panas wkwk sendiri,neutral,0.24
9797,rasanya gugup terus hari ini tapi yaudahlah waktu malam sama keluarga,anxious,0.84
9798,dapat kabar baik dari keluarga tadi pagi hari ini bareng temen,happy,0.11
9799,udah sabar tapi masih dibohongin dari tadi kepikiran pas perjalanan sendiri,angry,0.79
9800,lagi baca berita sambil santai hari ini sama temen kantor,neutral,0.4
9801,akhirnya tugas selesai juga lega banget sih pas perjalanan sama keluarga,happy,0.25
9802,kepikiran banyak hal sampai susah tidur serius di kampus sama keluarga,anxious,0.83
9803,khawatir sama kondisi sekarang sih di kampus sama temen kantor,anxious,0.87
9804,hari ini biasa aja seperti biasanya jujur aja pas perjalanan sama dia,neutral,0.25
9805,seneng banget hari ini ketemu temen lama dari tadi kepikiran di kampus,happy,0.06
9806,khawatir sama kondisi sekarang hari ini di kantor,anxious,0.81
9807,sekarang lagi nonton youtube hari ini bareng temen sama temen kantor,neutral,0.44
9808,bingung dan takut ambil keputusan dan kepikiran terus pas perjalanan sendiri,anxious,0.78
9809,lagi baca berita sambil santai banget asli di kampus sama dia,neutral,0.4
9810,sekarang lagi nonton youtube dan kepikiran terus di rumah sama temen kantor,neutral,0.28
9811,senyum sendiri pas inget kejadian tadi hari ini sendiri,happy,0.17
9812,seneng banget hari ini ketemu temen lama hari ini tadi pagi sama dia,happy,0.22
9813,deg degan nunggu hasil pengumuman dan kepikiran terus bareng temen sama dia,anxious,0.81
9814,aku cuma pengen istirahat sebentar hari ini di rumah sama keluarga,sad,0.57
9815,lagi baca berita sambil santai sih bareng temen sendiri,neutral,0.36
9816,makasih ya udah bikin hariku lebih baik sih bareng temen sama dia,happy,0.11
9817,lagi duduk sambil denger musik di rumah sama keluarga,neutral,0.21
9818,sekarang lagi nonton youtube tapi yaudahlah waktu malam sama temen kantor,neutral,0.28
9819,hari ini ga ada hal spesial hari ini di kantor sama keluarga,neutral,0.31
9820,anxious banget sebelum meeting tadi hari ini bareng temen sama temen kantor,anxious,0.84
9821,kehilangan semangat buat ngapa ngapain dan kepikiran terus sama keluarga,sad,0.63
9822,makasih ya udah bikin hariku lebih baik tapi yaudahlah sama keluarga,happy,0.05
9823,akhirnya lolos interview kerja banget di kantor sendiri,happy,0.06
9824,kenapa sih harus bikin masalah terus hari ini tadi pagi sama temen kantor,angry,0.66
9825,marah banget karena kerjaan berantakan sumpah di kantor sama keluarga,angry,0.69
9826,makan favorit hari ini bikin bahagia wkwk sama temen kantor,happy,0.19
9827,hari ini produktif dan mood bagus di kantor,happy,0.24
9828,rasanya pengen marah terus tapi yaudahlah bareng temen sama keluarga,angry,0.92
9829,ngerasa sendirian akhir akhir ini agak random sih tadi pagi,sad,0.64
9830,capek sama keadaan sekarang wkwk sama dia,sad,0.62
9831,kepikiran banyak hal sampai susah tidur dan kepikiran terus bareng temen sama keluarga,anxious,0.71
9832,hari ini berat banget dijalanin sumpah,sad,0.82
9833,takut kalau hasilnya jelek dari tadi kepikiran waktu malam sama temen kantor,anxious,0.71
9834,takut kalau hasilnya jelek sih pas perjalanan sama keluarga,anxious,0.86
9835,rasanya kosong aja hari ini jujur aja sama keluarga,sad,0.58
9836,khawatir sama kondisi sekarang serius di kampus sama dia,anxious,0.84
9837,kenapa sih harus bikin masalah terus hari ini bareng temen sama temen kantor,angry,0.88
9838,marah banget karena kerjaan berantakan padahal udah coba santai waktu malam sama temen kantor,angry,0.9
9839,senyum sendiri pas inget kejadian tadi tapi yaudahlah tadi pagi sama keluarga,happy,0.18
9840,makasih ya udah bikin hariku lebih baik sih waktu malam,happy,0.08
9841,marah banget karena kerjaan berantakan dari tadi kepikiran di kampus sama keluarga,angry,0.68
9842,baru selesai makan siang tadi agak random sih di kantor sama dia,neutral,0.39
9843,hari ini berat banget dijalanin dan kepikiran terus di kampus,sad,0.62
9844,tadi pagi pergi sebentar ke minimarket tapi yaudahlah waktu malam sama dia,neutral,0.41
9845,senyum sendiri pas inget kejadian tadi sih waktu malam sama keluarga,happy,0.28
9846,makasih ya udah bikin hariku lebih baik padahal udah coba santai bareng temen sama temen kantor,happy,0.18
9847,udah sabar tapi masih dibohongin banget asli bareng temen sama temen kantor,angry,0.68
9848,lagi duduk sambil denger musik agak random sih tadi pagi,neutral,0.24
9849,kehilangan semangat buat ngapa ngapain banget asli tadi pagi sama temen kantor,sad,0.78
9850,besok ada jadwal meeting rutin sumpah tadi pagi,neutral,0.22
