clean_text,emotion_label,stress_label
semangat mas bogs,happy,0.2
twitter sepi fake mati ya,neutral,0.32
bekmya tolol tolol,neutral,0.37
gaduh jiran the end of the day muka tampak bengkel jangan sampah benci sangat takut cari said said hu,angry,0.92
pagi bangun asa campur aduk ya emosi ya sedih bingung banget putar tidak betah rumah,sad,0.77
nama orang cemar lapor polisi usut tuntas lingkung hidup biota juta makhluk hidup satu lapor polisi biota lingkung mawas koreksi allah suka hamba maaf,angry,0.87
kabar sabtu ya,neutral,0.33
min main badminton bareng banget join gor saratoga sore jam sore monggo join terima kasih min,neutral,0.22
bukan manchester united nama tidak tolol ya goblok,angry,0.95
jebal kajja sedih banget pas bicara kayak,sad,0.65
semangat dungs pc merchku semangat,happy,0.05
coba santai hectic parah,neutral,0.23
jam sgini auto bid,neutral,0.4
isi kepala gue kill my night alias child enak banget puter kepala mark lee keren banget,happy,0.07
ada,neutral,0.36
bahagia ya,happy,0.04
pasar kah kaget,anxious,0.74
iya cakap emosi banget pagi pagi,angry,0.86
tuhkan marah,angry,0.87
hari kadang pagi tidak kenapa logout suka degdegan banget takut,anxious,0.86
takut nak baca thread pregnant takut,anxious,0.73
pagi jengkel heran,angry,0.93
pagi makan beres sikat gigi perut kembung minum air hampr ml kemarin tidak makan berat pagi makan roti diskul makan kue puding pulsek tidak ada tidur cemas banget uras emosi tidur kayak tidak tidur,angry,0.97
alah menang pilih kepala daerah isu sara bangga kerja klewar klewer bukti rumah uang muka,neutral,0.35
hukum kuasa berani rakyat bangsat plus bajing,angry,0.9
balas dendam cari elegant,angry,0.99
marah prabowo prof jangan dendam ya prof pilih serah allah jadi prof,anxious,0.73
pagi pagi sambut kabar dar jimim moga suasana hati baik jaga ya jangan lupa jaga sehat biar jimim tidak sedih have nice pekan lovely,happy,0.03
cape puasa marah,angry,0.93
fisik luka batin sakit sayang engkau pilih pergi kata sesal tiada arti,sad,0.55
depan lockey sedih lihat gambar,sad,0.8
tidak malu,neutral,0.22
teman ku suka bingung orang chatingan bahas malas semales nikah suami rumah chatingan coba tidak penting banget paling tonton cerita,neutral,0.25
kasih semangat moots,happy,0.06
aduh bukan lagi takut bakar,anxious,0.76
txt members sepi sepi schedule iya kemarin,neutral,0.29
untung urus ya plus point for me,neutral,0.38
imunitas maksud prof kebal kait hukum positif kah anggota dewan wakil rakyat bebas buat hina sakit hati rakyat moga rakyat ambil ajar berhatia cerdas pilih wakila,neutral,0.3
mimpi ku malam sedih sedih bestie tinggal guru matematika tentara nasional indonesia au dosen,sad,0.55
smt rekrutmen asdos daftar maju mundur takut ilmu,anxious,0.76
ge heran ya video video keluh kayak banget suka pasang pasang tidak pernah tonton tidak punya media sosial gaul bebal otak,angry,0.88
bestie hi kak cari app prem cepat lengkap fast respon testimoni on pinned ya yuk langsung direct message jual netflix murah spotify wetv kaget nikah all of us are dead,neutral,0.23
kriting bego syiah laknat,angry,0.91
bikin kesal lihat muka,angry,1.0
terima kasih milik akun cantik hadir mampir singgah sedih letih suka gembira,happy,0.08
phi tidak pernah perhati tanggal kayak ganti ya spesial,neutral,0.27
ajar puasa makan minum korek hidung lucu balig sikit rajin pergi tarawih dewasa ajar kawal tutur emosi refleksi kena ajar buku,neutral,0.34
bingung banget kaget mari hadap percaya gaya saf semangat,happy,0.11
bodoh ikhlas bodoh alim sedih ilmu,neutral,0.26
aneh hobi dengar lagu sedih biar sedih,sad,0.6
ahay bocah tengil tolol pintar foya ngabisin hasil waris mumpung waris terusin halunya,angry,0.94
sedih kakak tahan antuk kot,sad,0.53
keluarga jangan risau korg makan hasut puki lahanat adik adik kecuali murni hina syahirah gila makan gelojoh hitam buruk anak pon gila bodoh teruk syahirah anak lyn je anak sial ayah suratman,angry,0.9
remember the day pura bego nan polos pas ajak obrol ao teman tab ku,neutral,0.35
banget suka khh dalam segi rapper agens but know tunggu agens aomg ghr musik pegang kelola jaebom hebat isi gudang prestasi artis,happy,0.08
ya kecewa,sad,0.77
enak semriwing,happy,0.05
lucu banget tidak minta izin orang tua tidak suka tertawa awkakwwka,happy,0.03
follow tidak ada pakai proof pribadi suka kasih biar tidak ke lewat jeda menit,neutral,0.38
join direct pakai nama buka sharing wh grup line ready slot free foto arrived unbox promo wh direct bayar februari april murah worth banget guys benar benefitnya,neutral,0.4
tidak tau bodoh banget bisa lupa ulang bestie pas lupa ulang mami lupa pas tidak sih orang tidak lupa cape,sad,0.67
pelihara tuyul enak,happy,0.18
kesntuh saraf stres sedih marah frustasi cemas mual tegang langsung bablas hilang cantik banget genggam,neutral,0.33
ku laku buat bahagia,happy,0.0
tubuh lelah lisan marah tetap doa tuhan tengadah pasrah hati ikhlas harap aktivitas gunung indihome tani urus online,neutral,0.35
no tolol banget bangsat,angry,0.94
gerombol jilat tidak tau malu,angry,0.97
refleks suka malu malu,anxious,0.84
bangsat,angry,0.94
teman lockey bilang coba grup tidak ikut bias tidak akan ya allah sedih,sad,0.61
kirim foto manyar gresik,neutral,0.25
dengar musik streaming video klip tidak takut ngabisin kuota pakai indihome,neutral,0.4
mode ekspresif diam ekspresif diam marah banget,neutral,0.29
oh sepi,neutral,0.4
bicara cita budaya indonesia sedih lihat orang nge gas suruh kaca dia tidak suka,angry,0.93
enak cantik,neutral,0.34
lucu semangat sayang,happy,0.18
totebagnya hand painted jahit anak anak teman teman beli totebag dukung anak anak disabilitas cek ignya ya,neutral,0.21
aneh anggota kaget bengkak anggara,anxious,0.88
semangat kakak,happy,0.08
hi teman smartfren biar semangat lihat kucing lucu gemas banget ya kak terima kasih alin,neutral,0.21
enak,neutral,0.34
latih sepak bola urus polisi aksi sodomi tujuh bocah brebes bongkar,neutral,0.35
hi pagi kakkamu sarap cepat sarap ya jaga sehat istirahat bingung etik inti bilang kakak semangat ya sayang,happy,0.19
bukan aku laku cewek specialnya mata,neutral,0.25
ria hype cerita ku rumah tegak tegak sedih marketing indonesia ceh,neutral,0.23
kaget tok,anxious,0.74
tidak jadi sedih tolong inimah bikin semangat skripsi,happy,0.14
coy trigger pikir bikin kesal lucu ya tau banget kayak lang hambat gemas kayak manusia bodoh banget hapus instagram fix,sad,0.8
flu gejala omicron moga flu bismillah tidak apa takut,anxious,0.81
upf fee kali ya takut banget hnr,anxious,0.9
seng semangat ah,happy,0.05
enak kreasi kostan,neutral,0.38
pikir pikir seram ya orang raih mimpi tau mimpi kayak pol pot alias susah orang ya sedih tidak bisa raih mimpi ya iya,sad,0.7
pindah facebook sepi tumben lucu,neutral,0.26
jangan ragu ragu,neutral,0.31
ya tidak bego bego ya,neutral,0.4
pagi pagi sedih ngegambar hasil aneh lucu gue tertawa miris,sad,0.61
tolong unit baru langsung pasang cek flashnya tidak sudah worry beli takut gosend instan tau kena apes untung jual ganti unit,anxious,0.86
mana kliaan kaget freak,angry,0.95
kuatt semangat semangat,happy,0.03
pagi jangan lupa bahagia harga ya hv nice dayy,happy,0.17
temu kentang goreng sangat enak memberitahu tunggu tidak sekarang jadi konten apa diri makan,neutral,0.24
ran alone around pm kat kj area parked my car tepi jalan and finished loop kot then one paman takut lari said oke je paman round from afar saw guy usha kereta sok stopped apart,neutral,0.33
seronok plus takut natural killer tengok boleh bismillah,anxious,0.74
reyna belikan martabak emak si jesi mas al sedih nino dower bilang mbak andin kasihan banget mas al,sad,0.59
tidak bangun kayak khawatir indonesia dana sangat besar timur mengawatirkan ya maju negara sulit bodoh,angry,0.89
putus kasih mimpiin pikir tidak lah kangen kabar ya mimpi tidak ya,neutral,0.35
electro batman bangsat,angry,0.97
mesti benci perintah obatin sembuh tidak hanya covidnya sembuh sakit hati sembuh,angry,0.98
kaget plus deg degan pas langgan cewek tegur pas nongkrong cafe kayak anak dokter ya bening cantik banget heran suara lembut banget suara kak yessica,anxious,0.7
aneh banget perasaanya tidak enak kayak degdegkan sedih takut bismillah moga lancarr amin,anxious,0.77
kemarin coba tahan tidak buka twitter sekali buka kabar jimin sakit kayak langsung sesal pas bilang army tidak usah khawatir tidak makin menang syukur sembuh sehat ya anak luv,happy,0.16
senyum hati simpan kecewa,sad,0.78
kadang anak tidak dibolehin bawa motor mana tidak enak anjir contoh gue acara kelompok nebeng teman susah banget anjir kelas tidak dibolehin heran,angry,0.86
benci banget lihat komen tiktok main tiktok jarang buka komen biar tidak emosi lucu,angry,0.97
unsur moga rakyat ambil ajar depan cerdas pilih wakila junjung etika moral amin,neutral,0.23
musim hujan,neutral,0.37
takut banget nikah keluarga tidak suka langsung pergi kayak tamu kesan tidak suka ya,anxious,0.76
semangat hati bangsat,angry,0.97
oh alas takut pakai negatif tau rupiah not save for work not save for work aktris thailand tidak mau pakai wajah aktor,neutral,0.28
khawatir anak lahir tidak cukup alami riwayat medis alhamdulillah jalan normal kadang orang tua lemah orang lemah tidak nanti ya apa,sad,0.54
enak tidur,neutral,0.21
kecewa harap,sad,0.76
tolol,angry,0.99
bisa kaget buka ngawas,angry,0.99
takut ecek pakai akun priv buka rep base ah tidak nyaman banget priv mulu bebas,anxious,0.82
lucu banget kakak tua takut,happy,0.12
cari xtvt,neutral,0.31
marah hancur barang kayak handphone tolong tinggal,angry,0.95
angin laut terpa tubuh dingin tidak lebih hadap mantel tebal seragam lengkap bantu jaga hangat dengar tuju tidak akan sedingin,neutral,0.3
senang sedih sama senang kasih semangat abang sedih autumn abang hobi,neutral,0.27
ngerjainnya bego bego,neutral,0.37
sedih banget,sad,0.67
summit konferensi kembang teliti buat bangun summit sempat ajar hubung pimpin puncak space,neutral,0.39
ikut sedih baca putus berat denise timbang baik denise semangat lockeys,sad,0.72
sedih pagi kasihan sindir sadar baik sadar tidak boleh an kayak berani terima ubah kuat coba,sad,0.62
takut habis barbar,anxious,0.74
sedih banget ya denise tidak balik sn,sad,0.79
tidak cenggeng ndii kesal rasa asa kayak mana daann kayak tenang nyata ndiisekarang suka tenang iya mana,neutral,0.32
happy birthday anak anak manis harap bahagia orang sadar obat tenang baik asteroid bahagia ya,happy,0.02
iya takut banget,anxious,0.89
oke semangat nyucinya,happy,0.14
ya sedih,sad,0.51
lockey sejati semangat,neutral,0.24
dua saudara flirty tolol cemas,angry,0.95
ayah alam kubur malu anak weeaboo,sad,0.56
kali beban aneh tidak mau tolong ya tidak usah aneh banget gue tidak beban suka tawar bonceng kaaya motor monyet,angry,0.87
yakaann sedih tidak sih pakai lucu gemass,sad,0.68
jangan kesal bawel sedih tidak pernah bawel tidak pernah,neutral,0.3
ribet banget paham paksa tolol tidak paham aduh,angry,0.92
tonton sedih sedih langsung cus tonton mewek menang,sad,0.74
beres tugass biar sisa hari pakai rebah santai hbu,neutral,0.33
ikhlas sedih,sad,0.78
tedia katapat,neutral,0.32
semangat sehatt,happy,0.06
eh idol habis kena word selesai tidak ada kabar halo,neutral,0.31
pagi pagi kabar jimin sembuh tinggal jalan pulih doang alhamdulillah sehat sehat jimin,happy,0.11
tidak ada aneh kecuali emot lope lope takut embat cowok setia crushin luka bahagia,sad,0.66
semangat,happy,0.18
makan dolar sekalia kayak mahal makan dolar bangsa rentang sekian jalan sisa makan dolar lucu,neutral,0.35
tidak terlalu pahit suka pahit banget tidak suka lucu takut pahit,anxious,0.72
dicipratin air kak badan tidak apa muka kasihan takut kaget,anxious,0.8
maksutt enak pc ya ku kolek station tidak ada album pc,neutral,0.2
point kayak banget ya mutajir mutajir deketan coba biar enak nampolnya,angry,0.99
pancake enak ya,neutral,0.33
jangan pancing emosi pagi pagi,angry,0.89
tbl tbl cek darah aku degdegan takut hasil suruh transfusi tolong tolong moga langsung operasi malam,anxious,0.74
sdf rek info sarap pagi seng enak lucu gue,happy,0.18
good pagi pagi on this partly cloudy saturday pagi happy day off moga hari senang semangat theaterannya,happy,0.02
jangan pernah benci orang jodoh,anxious,0.75
semangat nyucinya ayah,happy,0.19
aib banget takut stigma orang mandang orang gila takut banget speak up mental illnessnya gedek orang aku mental illness modal self diagnose sedih banget lihat,anxious,0.73
pakai skintific enak nder gel tidak bikin minyak muka oily tidak bisa review minggu pakenya,happy,0.07
iya ya ifnt muncul variety shows lvlz lumayan kurang tidak erti layar kayak dunia showbiz kadang takut banget kompetisi,anxious,0.8
braw takut banget ambulance stay aman guys kurang nongkinyaa,anxious,0.87
tidak suka banget orang sembarang kasur pas keringetan kaki tidak dibersihin habis pasir naik kaki badan lengket keringet kamar apek jdinya mesti sih ulang larang kamar bilang rahasia an,angry,0.93
sepi selamat pagi,neutral,0.37
semangat ya sesal gaperlu sali yuk yuk tata,happy,0.06
enak makan hangat,neutral,0.4
didamel teh nafkah,neutral,0.33
halo pagi pagi enak jajan langsung proses langsung copy paste fast burok trusted legal garansi payment all wallet qris direct message,neutral,0.35
tulus hati pasang manusia jaga salah rasa sakit kecewa jumpa sang cipta,neutral,0.32
ngentot cacat toto kromone,angry,0.96
bilang sedih ya terima dukung denise tidak mau sedih cewek butuh dukung lockeys kuat,sad,0.56
tidak mau emosi tahan tahan,angry,0.98
semangat ya juang keluarga moga lancar rezeki berkah amin,happy,0.19
langit jatuh bulir bulir sedih sakit sungguh sungguh hapus dosa kenang,sad,0.8
marah marah,neutral,0.38
beuuhh rambo model anggap saudaraa ngeri kali maksud,anxious,0.82
ramal zodiak sabtu februari emosi positif laman riau,neutral,0.22
sedih mat season tidak ada cup,sad,0.65
sore sore tenang deg an gara gara dikagetin tidak jelas,anxious,0.79
bagus murtad aku islam bikin sampah islam ngotor kotor,angry,0.94
takut tidak,anxious,0.79
menang moga tangis bukan tangis sedih,neutral,0.22
tau tidak bisa melek takut tabrak,anxious,0.82
habis lihat cinta laura wawancara beliau bicara ngangguk ngangguk relate motivasi kalah gede suka malas hem bahagia bukan karena bantu dampak,neutral,0.32
jangan sekali pasuk wilayah apa sembarang tidak tahu dalam,neutral,0.21
rumah tinggal banget amen kadang suka tawar barang rumah bapak doang kakak kampus ibu warung sayur tukang amen bapak,neutral,0.27
rodo ngeri sedep bismillah iya semangat garuda muda,anxious,0.88
khidmat orang tengok video orang marah tengok sebar,neutral,0.35
sumpah ya tuhan maaf banget moga balas karma timpal tidak adil suka tipu bawah,angry,0.97
banget jaman teman suka bangga banget habis tipu bantu tinggal kompleks rumah bagus marah asyudahlah dia tidak ada sadar,angry,0.9
jangan apa banyak umbar melulu tidak jadi malu gila,anxious,0.78
kecewa putus,sad,0.57
tau anjing kesal,angry,0.98
semangat menteri badan usaha milik negara menteri badan usaha milik negara erick thohir badan usaha milik negara hadir negeri perata bangun sejahtera masyarakat indonesia semangat,happy,0.14
enak sahabat jadi nikah,neutral,0.3
bused kali kirim mending sender muncul direct message coba biar tidak usah malu direct message buka luas luas semesta jangan buat penasaran tolong,anxious,0.73
bahagia bingung kecewa sedih marah putus putus bahagia bahagia dengan bahagia hasil tepat putus putus,neutral,0.28
gaduh timbul efek demo bersilit silitnya tidak hilang marah kecewa jebul sing dukung dadi menteri,neutral,0.27
good semangat bilang,happy,0.14
takut dewasa,anxious,0.72
kokoh sabar sabar kokoh usung gera ishlah uji jalan juang niscaya orang orang iman uji orang iman juang,neutral,0.2
gagal jaga emosi,sad,0.66
ajar besok takut annoying lucu,anxious,0.82
bukan pick me girl tolol banget anjing girl,angry,0.87
si oke tidak semua lancar re undergoing changes and si normal have everything laba at first,neutral,0.31
tidak bisa makan nder sedih,sad,0.77
hati panik anjing bego,angry,0.98
hwaah malu bilang wendy og syukur terima kasih kiel,happy,0.11
emm panik,anxious,0.71
twitter suka banget nyesi tidak,angry,0.97
sekali muncul ngegebraknya bikin kaget ya mas topo,anxious,0.9
acara pagi siap malam bangun pilih marah marah pagi hdehh,angry,0.99
jengkel mbulet kayak benang kusut by the way selesai baca no spoiler please,angry,0.94
