text,emotion_label,stress_label
lagi duduk sambil denger musik banget bareng temen sama temen kantor,neutral,0.34
lagi baca berita sambil santai hari ini bareng temen,neutral,0.25
besok ada jadwal meeting rutin sumpah di kampus sama keluarga,neutral,0.42
takut gagal di presentasi besok dari tadi kepikiran di kampus sama temen kantor,anxious,0.75
lagi duduk sambil denger musik serius di kantor sama dia,neutral,0.38
anxious banget sebelum meeting tadi sumpah di kantor sendiri,anxious,0.77
habis beresin kamar dan lanjut kerja dari tadi kepikiran,neutral,0.38
cuaca hari ini lumayan panas dari tadi kepikiran di kampus sendiri,neutral,0.41
hari ini ga ada hal spesial sumpah tadi pagi sama temen kantor,neutral,0.26
makan favorit hari ini bikin bahagia dari tadi kepikiran di kantor sama dia,happy,0.18
habis beresin kamar dan lanjut kerja banget di kantor sama dia,neutral,0.27
geram banget sama pelayanan tadi jujur aja bareng temen sama keluarga,angry,0.83
akhirnya tugas selesai juga lega banget dan kepikiran terus di rumah sama keluarga,happy,0.22
capek ngadepin orang yang egois banget asli pas perjalanan sama dia,angry,0.68
akhir minggu ini seru banget padahal udah coba santai bareng temen sama keluarga,happy,0.17
akhir akhir ini overthinking terus tapi yaudahlah di rumah sama dia,anxious,0.96
hari ini produktif dan mood bagus serius bareng temen sama dia,happy,0.26
dapat kabar baik dari keluarga tadi pagi jujur aja sama keluarga,happy,0.13
capek sih tapi puas hasilnya bagus dari tadi kepikiran pas perjalanan sama keluarga,happy,0.22
ngerasa sendirian akhir akhir ini sendiri,sad,0.6
baru selesai makan siang tadi wkwk waktu malam sama dia,neutral,0.43
rasanya kosong aja hari ini sih di kantor sama keluarga,sad,0.57
makasih ya udah bikin hariku lebih baik sumpah di kampus sendiri,happy,0.19
hari ini produktif dan mood bagus padahal udah coba santai waktu malam sama temen kantor,happy,0.06
deg degan nunggu hasil pengumuman banget pas perjalanan,anxious,0.71
rasanya sedih banget akhir akhir ini dan kepikiran terus tadi pagi sama dia,sad,0.7
bingung dan takut ambil keputusan sumpah di rumah,anxious,0.89
marah banget karena kerjaan berantakan dan kepikiran terus bareng temen sendiri,angry,0.91
malam ini kepikiran terus jadi sedih dari tadi kepikiran tadi pagi,sad,0.66
habis beresin kamar dan lanjut kerja tapi yaudahlah pas perjalanan,neutral,0.38
akhirnya lolos interview kerja serius di rumah sama temen kantor,happy,0.22
dapat kabar baik dari keluarga tadi pagi jujur aja di kantor sama dia,happy,0.23
takut kalau hasilnya jelek padahal udah coba santai sendiri,anxious,0.85
malam ini kepikiran terus jadi sedih sih di rumah sama keluarga,sad,0.7
kenapa sih harus bikin masalah terus banget asli bareng temen sama dia,angry,0.83
kesal banget hari ini dari tadi kepikiran sendiri,angry,0.79
orang itu bikin emosi banget wkwk di kantor sendiri,angry,0.78
hari ini produktif dan mood bagus wkwk bareng temen,happy,0.28
takut kalau hasilnya jelek agak random sih bareng temen sendiri,anxious,0.75
hari ini berat banget dijalanin serius di kampus sama temen kantor,sad,0.74
makan favorit hari ini bikin bahagia serius bareng temen sama keluarga,happy,0.27
sekarang lagi nonton youtube sih sama dia,neutral,0.28
hari ini ga ada hal spesial wkwk tadi pagi sama keluarga,neutral,0.26
dapat kabar baik dari keluarga tadi pagi sumpah di rumah sama temen kantor,happy,0.21
akhir akhir ini overthinking terus sumpah waktu malam sama dia,anxious,0.89
kesel banget sama orang yang ga tepat waktu padahal udah coba santai di kantor sendiri,angry,0.8
kehilangan semangat buat ngapa ngapain hari ini di kantor sendiri,sad,0.78
cuaca hari ini lumayan panas banget asli tadi pagi sama temen kantor,neutral,0.33
kehilangan semangat buat ngapa ngapain serius di kampus,sad,0.85
aku cuma pengen istirahat sebentar banget asli di kantor sendiri,sad,0.59
hari ini biasa aja seperti biasanya sih pas perjalanan,neutral,0.41
makan favorit hari ini bikin bahagia dari tadi kepikiran pas perjalanan sama keluarga,happy,0.26
deg degan nunggu hasil pengumuman sih di kantor,anxious,0.93
rasanya sedih banget akhir akhir ini dan kepikiran terus di rumah sama keluarga,sad,0.7
emosi lihat komentar orang tadi padahal udah coba santai di kampus,angry,0.76
rasanya gugup terus hari ini dari tadi kepikiran waktu malam,anxious,0.78
takut gagal di presentasi besok dari tadi kepikiran bareng temen sendiri,anxious,0.83
lagi baca berita sambil santai banget asli tadi pagi sama keluarga,neutral,0.3
anxious banget sebelum meeting tadi sih di kampus sama temen kantor,anxious,0.8
hari ini berat banget dijalanin banget sendiri,sad,0.55
khawatir sama kondisi sekarang serius di kampus sama keluarga,anxious,0.94
rasanya pengen marah terus dan kepikiran terus di rumah sama dia,angry,0.94
anxious banget sebelum meeting tadi banget asli tadi pagi sendiri,anxious,0.73
capek ngadepin orang yang egois padahal udah coba santai tadi pagi sama keluarga,angry,0.71
rasanya pengen marah terus sih tadi pagi sama dia,angry,0.7
kesal banget hari ini sumpah bareng temen sama temen kantor,angry,0.86
rasanya gugup terus hari ini dan kepikiran terus waktu malam sendiri,anxious,0.74
akhirnya tugas selesai juga lega banget banget sama dia,happy,0.08
hari ini ga ada hal spesial wkwk di kantor,neutral,0.28
anxious banget sebelum meeting tadi hari ini bareng temen,anxious,0.77
kenapa sih harus bikin masalah terus agak random sih di kantor sama temen kantor,angry,0.9
hari ini ga ada hal spesial hari ini pas perjalanan sendiri,neutral,0.31
takut kalau hasilnya jelek dari tadi kepikiran di rumah sama keluarga,anxious,0.87
habis beresin kamar dan lanjut kerja sih di rumah sama keluarga,neutral,0.22
habis beresin kamar dan lanjut kerja agak random sih di rumah sendiri,neutral,0.32
makan favorit hari ini bikin bahagia wkwk sama keluarga,happy,0.12
habis beresin kamar dan lanjut kerja tapi yaudahlah tadi pagi sama dia,neutral,0.23
akhirnya tugas selesai juga lega banget hari ini pas perjalanan,happy,0.08
rasanya pengen marah terus dari tadi kepikiran pas perjalanan sama dia,angry,0.72
senyum sendiri pas inget kejadian tadi hari ini bareng temen sama dia,happy,0.25
akhir akhir ini overthinking terus hari ini bareng temen sama dia,anxious,0.9
rasanya gugup terus hari ini padahal udah coba santai bareng temen sama temen kantor,anxious,0.84
tadi pagi pergi sebentar ke minimarket hari ini bareng temen sama dia,neutral,0.2
udah sabar tapi masih dibohongin agak random sih di kantor sama keluarga,angry,0.68
capek ngadepin orang yang egois dan kepikiran terus di rumah,angry,0.95
takut kalau hasilnya jelek wkwk bareng temen sendiri,anxious,0.72
makasih ya udah bikin hariku lebih baik dan kepikiran terus pas perjalanan sendiri,happy,0.06
kesal banget hari ini waktu malam sama keluarga,angry,0.69
khawatir sama kondisi sekarang serius di rumah sendiri,anxious,0.9
deg degan nunggu hasil pengumuman hari ini waktu malam,anxious,0.7
hari ini berat banget dijalanin wkwk tadi pagi sendiri,sad,0.68
deg degan nunggu hasil pengumuman sih di kantor sendiri,anxious,0.79
kenapa sih harus bikin masalah terus banget bareng temen sama temen kantor,angry,0.89
cemas mikirin masa depan banget asli di kantor sendiri,anxious,0.97
kenapa sih harus bikin masalah terus dari tadi kepikiran di kampus sendiri,angry,0.91
orang itu bikin emosi banget sumpah pas perjalanan sendiri,angry,0.77
capek sama keadaan sekarang banget asli di kantor sama keluarga,sad,0.61
makan favorit hari ini bikin bahagia padahal udah coba santai di kantor sendiri,happy,0.06
udah sabar tapi masih dibohongin banget di kampus,angry,0.83
orang itu bikin emosi banget dari tadi kepikiran pas perjalanan sendiri,angry,0.94
anxious banget sebelum meeting tadi banget di kampus sama dia,anxious,0.98
tadi pagi pergi sebentar ke minimarket hari ini,neutral,0.4
kecewa banget sama hasilnya hari ini tadi pagi sama keluarga,sad,0.6
deg degan nunggu hasil pengumuman hari ini waktu malam sama keluarga,anxious,0.89
kepikiran banyak hal sampai susah tidur sumpah pas perjalanan sama keluarga,anxious,0.95
emosi lihat komentar orang tadi jujur aja sendiri,angry,0.91
dapat kabar baik dari keluarga tadi pagi jujur aja pas perjalanan,happy,0.09
kehilangan semangat buat ngapa ngapain dari tadi kepikiran tadi pagi sendiri,sad,0.61
rasanya kosong aja hari ini sumpah pas perjalanan sendiri,sad,0.59
hari ini ga ada hal spesial agak random sih di kampus sama dia,neutral,0.24
lagi duduk sambil denger musik dan kepikiran terus di rumah sendiri,neutral,0.45
akhirnya tugas selesai juga lega banget sumpah sama temen kantor,happy,0.08
kesal banget hari ini sih tadi pagi,angry,0.72
rasanya sedih banget akhir akhir ini sumpah di kantor sama dia,sad,0.79
kecewa banget sama hasilnya jujur aja di kampus sama keluarga,sad,0.68
kehilangan semangat buat ngapa ngapain serius di kampus sama dia,sad,0.73
kesel banget sama orang yang ga tepat waktu dari tadi kepikiran di rumah sama keluarga,angry,0.83
kepikiran banyak hal sampai susah tidur dari tadi kepikiran di kampus sama temen kantor,anxious,0.89
rasanya pengen marah terus serius di rumah,angry,0.69
capek sama keadaan sekarang dari tadi kepikiran pas perjalanan sama dia,sad,0.84
habis beresin kamar dan lanjut kerja dan kepikiran terus di rumah sama temen kantor,neutral,0.32
ngerasa sendirian akhir akhir ini banget asli tadi pagi sama keluarga,sad,0.76
capek sih tapi puas hasilnya bagus serius sendiri,happy,0.22
hari ini produktif dan mood bagus sumpah di kantor sama dia,happy,0.29
geram banget sama pelayanan tadi agak random sih pas perjalanan sama keluarga,angry,0.91
khawatir sama kondisi sekarang hari ini tadi pagi sama keluarga,anxious,0.81
baru selesai makan siang tadi tapi yaudahlah waktu malam sama keluarga,neutral,0.37
malam ini kepikiran terus jadi sedih tadi pagi,sad,0.58
kecewa banget sama hasilnya agak random sih waktu malam,sad,0.68
hari ini ga ada hal spesial tapi yaudahlah di kampus sendiri,neutral,0.25
baru selesai makan siang tadi serius bareng temen sama temen kantor,neutral,0.36
kepikiran banyak hal sampai susah tidur dan kepikiran terus pas perjalanan,anxious,0.85
rasanya pengen marah terus sumpah di kampus sendiri,angry,0.75
cemas mikirin masa depan hari ini di rumah sama temen kantor,anxious,0.75
hari ini biasa aja seperti biasanya banget tadi pagi,neutral,0.28
rasanya sedih banget akhir akhir ini sumpah tadi pagi,sad,0.68
habis beresin kamar dan lanjut kerja dan kepikiran terus di rumah sama dia,neutral,0.45
lagi baca berita sambil santai jujur aja di kantor,neutral,0.33
rasanya pengen marah terus dan kepikiran terus waktu malam sendiri,angry,0.92
lagi baca berita sambil santai sumpah bareng temen sama dia,neutral,0.3
capek sama keadaan sekarang hari ini waktu malam sama keluarga,sad,0.83
sekarang lagi nonton youtube di kampus sama keluarga,neutral,0.43
akhirnya lolos interview kerja tapi yaudahlah pas perjalanan sama keluarga,happy,0.09
lagi duduk sambil denger musik di kampus sendiri,neutral,0.24
seneng banget hari ini ketemu temen lama hari ini bareng temen sama keluarga,happy,0.2
capek sih tapi puas hasilnya bagus wkwk tadi pagi sama keluarga,happy,0.25
deg degan nunggu hasil pengumuman serius tadi pagi sendiri,anxious,0.83
khawatir sama kondisi sekarang jujur aja pas perjalanan,anxious,0.91
lagi duduk sambil denger musik dan kepikiran terus pas perjalanan sama keluarga,neutral,0.28
rasanya pengen marah terus sama dia,angry,0.8
rasanya kosong aja hari ini hari ini di kantor sama dia,sad,0.57
cemas mikirin masa depan dari tadi kepikiran tadi pagi sendiri,anxious,0.85
hari ini ga ada hal spesial dari tadi kepikiran tadi pagi sama dia,neutral,0.27
khawatir sama kondisi sekarang wkwk di rumah sama dia,anxious,0.82
orang itu bikin emosi banget agak random sih pas perjalanan sama keluarga,angry,0.68
rasanya sedih banget akhir akhir ini wkwk pas perjalanan,sad,0.78
seneng banget hari ini ketemu temen lama jujur aja bareng temen sama keluarga,happy,0.3
udah sabar tapi masih dibohongin banget asli waktu malam sendiri,angry,0.7
dapat kabar baik dari keluarga tadi pagi wkwk waktu malam sama temen kantor,happy,0.22
malam ini kepikiran terus jadi sedih banget asli di kantor sama temen kantor,sad,0.76
cuaca hari ini lumayan panas agak random sih,neutral,0.2
cuaca hari ini lumayan panas dan kepikiran terus tadi pagi,neutral,0.34
baru selesai makan siang tadi agak random sih bareng temen sendiri,neutral,0.27
cemas mikirin masa depan serius tadi pagi sendiri,anxious,0.82
masih susah move on dari kejadian itu serius bareng temen sama dia,sad,0.64
makan favorit hari ini bikin bahagia sih bareng temen sama keluarga,happy,0.22
kecewa banget sama hasilnya serius bareng temen sama dia,sad,0.78
akhirnya lolos interview kerja tapi yaudahlah waktu malam sama keluarga,happy,0.05
anxious banget sebelum meeting tadi dan kepikiran terus tadi pagi sendiri,anxious,0.97
baru selesai makan siang tadi serius di rumah sama keluarga,neutral,0.34
sekarang lagi nonton youtube tapi yaudahlah di rumah sama temen kantor,neutral,0.24
akhirnya tugas selesai juga lega banget jujur aja di kampus sama dia,happy,0.27
sekarang lagi nonton youtube jujur aja pas perjalanan sama temen kantor,neutral,0.37
kepikiran banyak hal sampai susah tidur sumpah bareng temen sama temen kantor,anxious,0.72
emosi lihat komentar orang tadi hari ini sama keluarga,angry,0.69
aku cuma pengen istirahat sebentar agak random sih bareng temen sendiri,sad,0.83
ngerasa sendirian akhir akhir ini serius waktu malam sama temen kantor,sad,0.64
emosi lihat komentar orang tadi agak random sih tadi pagi sama keluarga,angry,0.83
dapat kabar baik dari keluarga tadi pagi jujur aja pas perjalanan sama keluarga,happy,0.08
cemas mikirin masa depan wkwk tadi pagi sama dia,anxious,0.9
hari ini produktif dan mood bagus dan kepikiran terus pas perjalanan sama dia,happy,0.18
hari ini produktif dan mood bagus hari ini sama dia,happy,0.27
masih susah move on dari kejadian itu wkwk di kampus,sad,0.64
kenapa sih harus bikin masalah terus tapi yaudahlah di kantor sama dia,angry,0.93
cemas mikirin masa depan sih pas perjalanan sendiri,anxious,0.71
udah sabar tapi masih dibohongin dari tadi kepikiran waktu malam,angry,0.9
rasanya sedih banget akhir akhir ini padahal udah coba santai sama keluarga,sad,0.75
geram banget sama pelayanan tadi hari ini waktu malam sama temen kantor,angry,0.85
khawatir sama kondisi sekarang banget di kampus,anxious,0.85
habis beresin kamar dan lanjut kerja banget pas perjalanan,neutral,0.44
rasanya kosong aja hari ini banget bareng temen sendiri,sad,0.61
emosi lihat komentar orang tadi agak random sih di rumah sama temen kantor,angry,0.84
hari ini ga ada hal spesial di kampus,neutral,0.24
akhir akhir ini overthinking terus hari ini bareng temen,anxious,0.94
takut gagal di presentasi besok agak random sih di rumah sendiri,anxious,0.84
hari ini produktif dan mood bagus sumpah di kampus sama dia,happy,0.09
marah banget karena kerjaan berantakan sih pas perjalanan sendiri,angry,0.73
makan favorit hari ini bikin bahagia dan kepikiran terus bareng temen sama keluarga,happy,0.3
cuaca hari ini lumayan panas dari tadi kepikiran di rumah,neutral,0.33
sekarang lagi nonton youtube sumpah sendiri,neutral,0.27
malam ini kepikiran terus jadi sedih dan kepikiran terus di kantor,sad,0.66
tadi pagi pergi sebentar ke minimarket sumpah tadi pagi sama keluarga,neutral,0.34
udah sabar tapi masih dibohongin wkwk pas perjalanan sama temen kantor,angry,0.94
takut gagal di presentasi besok serius di kampus,anxious,0.7
khawatir sama kondisi sekarang wkwk di rumah sama keluarga,anxious,0.88
masih susah move on dari kejadian itu padahal udah coba santai di kantor sama keluarga,sad,0.75
aku cuma pengen istirahat sebentar jujur aja di rumah sendiri,sad,0.62
geram banget sama pelayanan tadi sama keluarga,angry,0.82
besok ada jadwal meeting rutin banget asli waktu malam,neutral,0.44
kenapa sih harus bikin masalah terus sumpah di rumah sama temen kantor,angry,0.7
masih susah move on dari kejadian itu jujur aja di kantor sama temen kantor,sad,0.67
masih susah move on dari kejadian itu wkwk di kantor,sad,0.75
khawatir sama kondisi sekarang banget pas perjalanan sama dia,anxious,0.86
kesal banget hari ini agak random sih bareng temen,angry,0.85
udah sabar tapi masih dibohongin waktu malam sama dia,angry,0.8
